Condition,Price,Propulsion,No. Engines,Year,Make,Model,Flight Rules,National Origin,Country,Continent
Used,149000.0,Piston Engine,1.0,1978.0,Cessna,182Q Skylane,IFR,United States,United States,North America
Used,625000.0,Piston Engine,1.0,2017.0,Cirrus,Sr22-G6 Gts,No information,United States,United States,North America
Used,65000.0,Piston Engine,1.0,1977.0,Bellanca,17-30A Super Viking (1979 And Newer),IFR,United States,United States,North America
Used,32500.0,Piston Engine,1.0,1970.0,Mooney International Corp,M10 Cadet,No information,United States,United States,North America
Used,79950.0,Piston Engine,1.0,1962.0,Cessna,210B,IFR,United States,United States,North America
Used,48500.0,Piston Engine,1.0,1975.0,Bellanca,17-30A Super Viking,IFR,United States,United States,North America
No information,7295000.0,Turbofan,2.0,1999.0,Cessna,V,No information,United States,United States,North America
Used,57000.0,Piston Engine,1.0,1960.0,Beechcraft,M35 Bonanza,IFR,United States,United States,North America
Used,94900.0,Piston Engine,1.0,1978.0,Cessna,182Q Skylane,IFR,United States,United States,North America
No information,269900.0,Piston Engine,1.0,2007.0,Cirrus,Sr22-G3 Turbo Gts,IFR,United States,United States,North America
Used,695000.0,Turbofan,2.0,1991.0,Beechcraft,Beechjet 400A,IFR,United States,United States,North America
Used,25000.0,Piston Engine,1.0,1946.0,Taylorcraft Aircraft,Bc-12D,VFR,United States,United States,North America
Used,210000.0,Piston Engine,1.0,1996.0,Extra Flugzeugbau,Ea 300/200,VFR,Germany,United States,North America
Used,98500.0,Piston Engine,1.0,1977.0,Bellanca,17-31Atc Turbo Super Viking,IFR,United States,United States,North America
Used,110000.0,Piston Engine,1.0,1974.0,Grumman,G164A Ag Cat,No information,United States,United States,North America
Used,79900.0,Piston Engine,1.0,1967.0,Cessna,172/180 Conversion,IFR,United States,United States,North America
Used,195000.0,Piston Engine,1.0,2014.0,Cubcrafters,Carbon Cub Ex,VFR,United States,United States,North America
Used,79000.0,Piston Engine,1.0,2010.0,Czech Sport Aircraft,Piper Sport,No information,Czech Republic,United States,North America
Used,274900.0,Piston Engine,1.0,2005.0,Cirrus,Sr22-G2 Gts,IFR,United States,United States,North America
Used,229000.0,Piston Engine,1.0,2001.0,Lancair,Legacy,No information,United States,United States,North America
Used,199000.0,Piston Engine,1.0,1967.0,Cessna,U206A,IFR,United States,United States,North America
Used,121500.0,Piston Engine,1.0,1979.0,Cessna,182Q Skylane,IFR,United States,United States,North America
Used,79900.0,Piston Engine,1.0,1960.0,Beechcraft,M35 Bonanza,IFR,United States,United States,North America
No information,3795000.0,Turbofan,2.0,2009.0,Hawker Beechcraft,4000,VFR,United States,United States,North America
Used,90000.0,Piston Engine,1.0,1962.0,Beechcraft,P35 Bonanza,IFR,United States,United States,North America
Used,41000.0,Piston Engine,1.0,1969.0,Piper Aircraft,Cherokee 140,IFR,United States,United States,North America
No information,895000.0,Turboprop,2.0,1977.0,Beechcraft,King Air 200,IFR,United States,United States,North America
Used,104000.0,Piston Engine,1.0,1978.0,Cessna,182Rg Skylane,IFR,United States,United States,North America
Used,72000.0,Piston Engine,1.0,1977.0,Piper Aircraft,Archer Ii,IFR,United States,United States,North America
Used,1600000.0,Turboprop,1.0,2007.0,Cessna,Caravan 208 Amphibian,No information,United States,United States,North America
Used,169500.0,Piston Engine,1.0,1976.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,27900.0,Piston Engine,1.0,1974.0,Grumman,Aa1B,IFR,United States,United States,North America
No information,189000.0,Piston Engine,2.0,1972.0,Beechcraft,A60 Duke,No information,United States,Canada,North America
Used,450000.0,Piston Engine,1.0,2009.0,Cirrus,Sr22-G3 Turbo,No information,United States,United States,North America
Used,36000.0,Piston Engine,1.0,1973.0,Grumman,Aa1B,IFR,United States,United States,North America
Used,845000.0,Piston Engine,1.0,2017.0,Cirrus,Sr22T-G6 Gts,IFR,United States,United States,North America
Used,165000.0,Piston Engine,1.0,1985.0,Cessna,182R Skylane,IFR,United States,United States,North America
Used,9000.0,Piston Engine,2.0,1963.0,Champion Aircraft,Lancer 402,VFR,United States,United States,North America
No information,3550000.0,Turbofan,2.0,2009.0,Hawker Beechcraft,4000,VFR,United States,United States,North America
Used,52000.0,Piston Engine,1.0,1960.0,Cessna,182D Skylane,VFR,United States,United States,North America
Used,108500.0,Piston Engine,1.0,1981.0,Mooney International Corp,M20K 231,IFR,United States,United States,North America
Used,1995000.0,Turbofan,1.0,2017.0,Cirrus,Vision Sf50,No information,United States,United States,North America
Used,59000.0,Piston Engine,2.0,1963.0,Champion Aircraft,Lancer 402,IFR,United States,United States,North America
Used,85000.0,Piston Engine,1.0,2013.0,Czech Sport Aircraft,Mermaid,No information,Czech Republic,United States,North America
Used,148900.0,Piston Engine,1.0,1997.0,Cessna,172,VFR,United States,United States,North America
Used,479900.0,Piston Engine,1.0,1999.0,Piper Aircraft,Malibu Mirage,IFR,United States,United States,North America
Used,250000.0,Piston Engine,1.0,1941.0,Boeing/Stearman,A75 N1,VFR,United States,United States,North America
Used,239000.0,Piston Engine,1.0,1998.0,Mooney International Corp,M20K Encore,IFR,United States,United States,North America
Used,65000.0,Piston Engine,1.0,1982.0,Cessna,172Rg Cutlass,IFR,United States,United States,North America
No information,189900.0,Piston Engine,1.0,2000.0,Piper Aircraft,Saratoga Ii Tc (1998 - 2008),IFR,United States,United States,North America
Used,329000.0,Piston Engine,2.0,1978.0,Cessna,414A,IFR,United States,United States,North America
Used,225000.0,Turboprop,2.0,1973.0,Mitsubishi Heavy Industries,Mu 2J,No information,Japan,United States,North America
No information,7995000.0,Turbofan,2.0,1998.0,Cessna,900Ex,No information,France,United States,North America
Used,185000.0,Piston Engine,1.0,1987.0,Beechcraft,F33A Bonanza,IFR,United States,United States,North America
No information,420000.0,Piston Engine,2.0,1979.0,Cessna,414,IFR,United States,United States,North America
Used,99999.0,Piston Engine,1.0,1934.0,Stinson Aircraft Company ,Sr-5 Reliant,VFR,United States,United States,North America
Used,140000.0,Piston Engine,1.0,1934.0,Waco Aircraft Company,Ukc,No information,United States,United States,North America
Used,36000.0,Piston Engine,1.0,1940.0,Piper Aircraft,J-3C,VFR,United States,United States,North America
Used,225000.0,Piston Engine,1.0,1928.0,Lincoln-Page,Lp3,No information,United States,United States,North America
Used,28900.0,Piston Engine,1.0,1946.0,Cessna,140,No information,United States,United States,North America
No information,249000.0,Piston Engine,1.0,2007.0,Extra Flugzeugbau,300,IFR,Germany,Austria,Europe
No information,5250000.0,Turbofan,2.0,2013.0,Cessna,Citation Xls+,No information,United States,Austria,Europe
No information,3575000.0,Turbofan,2.0,2007.0,Cessna,Citation Cj3,No information,United States,Austria,Europe
No information,2400000.0,Turbofan,2.0,2006.0,Hawker Beechcraft,850Xp,No information,United States,Russian Federation,Europe
No information,4100000.0,Turboshaft,1.0,1987.0,Agusta,Aw109Sp,No information,Italy,Austria,Europe
No information,295000.0,Piston Engine,1.0,2016.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,Austria,Europe
No information,574000.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Raven Ii,VFR,United States,Austria,Europe
No information,444000.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Raven I,VFR,United States,Austria,Europe
No information,345000.0,Piston Engine,1.0,2016.0,Robinson Helicopter,R44 Raven I,VFR,United States,Austria,Europe
No information,922000.0,Turboshaft,1.0,2018.0,Robinson Helicopter,R66,VFR,United States,Austria,Europe
No information,187000.0,Piston Engine,1.0,2003.0,Cirrus,Sr22,IFR,United States,Czech Republic,Europe
No information,430000.0,Piston Engine,1.0,1987.0,Enstrom Helicopter Corporation,280,No information,United States,Czech Republic,Europe
Used,559000.0,Piston Engine,1.0,2010.0,Piper Aircraft,Matrix,IFR,United States,Czech Republic,Europe
Used,70000.0,Gyrocopter,1.0,2017.0,Celier,Xenon 4 - Executive,VFR,Malta,Poland,Europe
No information,1595000.0,Turbofan,2.0,2007.0,Beechcraft,Premier 1A,No information,United States,United Kingdom,Europe
No information,3595000.0,Turboprop,2.0,2011.0,Pilatus,Pc-12 Ng,No information,Switzerland,Belgium,Europe
No information,259000.0,Piston Engine,1.0,2009.0,Extra Flugzeugbau,330,No information,Germany,Belgium,Europe
No information,1250000.0,Turbofan,2.0,1996.0,Bombardier Learjet,45,No information,Canada,Denmark,Europe
No information,260000.0,Piston Engine,1.0,2009.0,Robinson Helicopter,R44 Clipper Ii,IFR,United States,Germany,Europe
No information,595000.0,Turboshaft,1.0,1980.0,Bell Textron,206L 1,No information,United States,Denmark,Europe
No information,339000.0,Piston Engine,1.0,2006.0,Robinson Helicopter,R44 Clipper Ii,IFR,United States,Denmark,Europe
No information,349000.0,Piston Engine,2.0,2000.0,Piper Aircraft,Seneca V,IFR,United States,Denmark,Europe
Used,1850000.0,Turboprop,2.0,2003.0,Beechcraft,King Air B200,No information,United States,United States,North America
No information,710000.0,Turboshaft,1.0,2015.0,Robinson Helicopter,R66,VFR,United States,Netherlands,Europe
No information,1500000.0,Turboshaft,1.0,2008.0,Agusta,A109E Power,No information,Italy,Russian Federation,Europe
No information,3000000.0,Turboshaft,1.0,2013.0,Agusta,Aw109Sp,No information,Italy,Russian Federation,Europe
No information,3300000.0,Turboshaft,1.0,2008.0,Airbus Helicopters,Ec 135P2+,No information,Germany,Russian Federation,Europe
No information,3500000.0,Turboshaft,1.0,2012.0,Airbus Helicopters,As 355Np,No information,Germany,Russian Federation,Europe
Used,49500.0,Piston Engine,1.0,2005.0,Cirrus,Sr22-G2 Gts,IFR,United States,United States,North America
No information,95000.0,Piston Engine,1.0,1978.0,Sikorsky Aircraft,S300C,No information,United States,Sweden,Europe
No information,495000.0,Turboshaft,1.0,1975.0,Bell Textron,206B Iii,No information,United States,Spain,Europe
No information,395000.0,Turboshaft,1.0,1975.0,Bell Textron,206B Ii,VFR,United States,Sweden,Europe
No information,260000.0,Turboshaft,1.0,1978.0,Bell Textron,206B,No information,United States,Sweden,Europe
No information,555000.0,Turboprop,2.0,1977.0,Beechcraft,King Air C90,No information,United States,Sweden,Europe
No information,700000.0,Turboshaft,1.0,1999.0,Airbus Helicopters,Ec 120B,No information,France,Sweden,Europe
No information,485000.0,Turboshaft,1.0,1979.0,Airbus Helicopters,As 350B,No information,France,Sweden,Europe
No information,750000.0,Turboshaft,1.0,1999.0,Airbus Helicopters,As 350B-2,No information,France,Norway,Europe
No information,298000.0,Piston Engine,1.0,2006.0,Robinson Helicopter,R44 Clipper Ii,IFR,United States,Sweden,Europe
No information,2490000.0,Turboshaft,1.0,2009.0,Bell Textron,407,No information,United States,Sweden,Europe
No information,890000.0,Turboshaft,1.0,1999.0,Airbus Helicopters,As 350B-2,No information,France,Sweden,Europe
No information,1475000.0,Turboshaft,1.0,1987.0,Bell Textron,412,No information,United States,Norway,Europe
No information,660000.0,Turboshaft,1.0,2004.0,Airbus Helicopters,Ec 120B,No information,France,Sweden,Europe
No information,2690000.0,Turboshaft,1.0,2017.0,Airbus,H130,No information,France,Sweden,Europe
No information,1725000.0,Turboprop,2.0,1997.0,Beechcraft,King Air 350,No information,United States,United States,North America
No information,575000.0,Piston Engine,2.0,2010.0,Piper Aircraft,Seneca V,IFR,United States,Sweden,Europe
No information,742000.0,Turboprop,2.0,2008.0,Piper Aircraft,Meridian,No information,United States,Poland,Europe
No information,5500000.0,Turbofan,2.0,2015.0,Cessna,75,No information,Canada,Poland,Europe
Used,39000.0,Piston Engine,1.0,1986.0,Pzl,Pzl-104-35,VFR,Poland,Poland,Europe
No information,295000.0,Piston Engine,1.0,2012.0,Robinson Helicopter,R44,No information,United States,Poland,Europe
No information,1750000.0,Turboshaft,1.0,2004.0,Agusta,A119 Koala,No information,Italy,Sweden,Europe
No information,625000.0,Turboshaft,1.0,2013.0,Robinson Helicopter,R66,VFR,United States,Austria,Europe
No information,375000.0,Piston Engine,1.0,1954.0,Yakovlev,Yak 11,No information,Soviet Union,Poland,Europe
No information,110000.0,Piston Engine,1.0,1987.0,Yakovlev,Yak-52,No information,Soviet Union,Germany,Europe
No information,110000.0,Piston Engine,1.0,1984.0,Yakovlev,Yak-52,No information,Soviet Union,Germany,Europe
No information,1350000.0,Turboshaft,1.0,2018.0,Bell Textron,505 Jetranger,No information,United States,Poland,Europe
No information,1475000.0,Turbofan,2.0,2003.0,Cessna,Citation Cj1,No information,United States,Austria,Europe
No information,185000.0,Piston Engine,1.0,1987.0,Robinson Helicopter,R22 Beta,VFR,United States,United Kingdom,Europe
No information,500000.0,Turbofan,2.0,1993.0,Cessna,Citation V,No information,United States,Turkey,Europe
No information,1000000.0,Turbofan,2.0,1997.0,Hawker Beechcraft,400A,No information,United States,Turkey,Europe
No information,2200000.0,Turboprop,2.0,2015.0,Cessna,Grand Caravan Ex,No information,United States,Turkey,Europe
No information,375000.0,Piston Engine,1.0,1987.0,Piper Aircraft,Archer Iii,No information,United States,Iceland,Europe
No information,92950.0,Piston Engine,2.0,1975.0,Cessna,402B,No information,United States,Iceland,Europe
Used,3095000.0,Turboshaft,1.0,2015.0,Bell Textron,407 Gxp,No information,United States,United States,North America
Used,37000.0,Piston Engine,1.0,1962.0,Piper Aircraft,Cherokee 160,IFR,United States,United States,North America
No information,1250000.0,Turboprop,2.0,2000.0,Cessna,Caravan 208B Grand,No information,United States,Australia,Oceania
Used,3450000.0,Piston Engine,1.0,1951.0,Chance Vought,F4U Corsair,No information,United States,Australia,Oceania
Used,1495000.0,Piston Engine,1.0,1942.0,Hawker,Hurricane Iib,VFR,United Kingdom,Australia,Oceania
No information,3950000.0,Turboshaft,1.0,1987.0,Bell Textron,412Ep,No information,United States,Singapore,Asia
Used,189000.0,Piston Engine,1.0,1944.0,North American Aviation,At-6D,No information,United States,Australia,Oceania
Used,199000.0,Piston Engine,1.0,1967.0,Siai Marchetti,Sf260,IFR,Italy,Australia,Oceania
No information,1200000.0,Turboprop,2.0,2001.0,Cessna,Caravan 208,IFR,United States,Australia,Oceania
No information,1295000.0,Turboprop,2.0,1996.0,Cessna,Caravan 208,IFR,United States,Australia,Oceania
No information,2800000.0,Turboshaft,1.0,2006.0,Agusta,Aw109S Grand,No information,Italy,Australia,Oceania
Used,129000.0,Piston Engine,1.0,1997.0,Waco Aircraft Company,Ymf-5,IFR,United States,Australia,Oceania
Used,1795000.0,Piston Engine,1.0,1943.0,Curtiss,P-40N Kittyhawk,No information,United States,Australia,Oceania
No information,825000.0,Turboprop,2.0,1991.0,Piper Aircraft,Cheyenne Iiia,No information,United States,Mexico,North America
No information,595000.0,Turbofan,2.0,1984.0,Cessna,Citation Iii,No information,United States,Mexico,North America
No information,1995000.0,Turbofan,2.0,2012.0,Embraer,Phenom 100,IFR,Brazil,Mexico,North America
Used,52500.0,Piston Engine,1.0,1971.0,Cessna,150L,IFR,United States,Mexico,North America
No information,450000.0,Piston Engine,1.0,2007.0,Cessna,Tu 206,No information,United States,Mexico,North America
Used,325000.0,Piston Engine,2.0,1985.0,Cessna,402C,IFR,United States,United States,North America
Used,435000.0,Piston Engine,1.0,2006.0,Cessna,T206H,IFR,United States,Mexico,North America
Used,198000.0,Piston Engine,1.0,1975.0,Cessna,207,IFR,United States,Mexico,North America
No information,1495000.0,Turboprop,2.0,2000.0,Beechcraft,King Air B200,No information,United States,Monaco,Europe
No information,695000.0,Turboshaft,1.0,2004.0,Bell Textron,206B Iii,No information,United States,Monaco,Europe
No information,2000000.0,Turboshaft,1.0,1997.0,Bell Textron,407,No information,United States,Venezuela,South America
No information,375000.0,Piston Engine,2.0,1992.0,Beechcraft,58 Baron,IFR,United States,Panama,Central America
No information,550000.0,Turbofan,2.0,1988.0,Beechcraft,Beechjet 400,No information,United States,Venezuela,South America
No information,225000.0,Piston Engine,1.0,2004.0,Robinson Helicopter,R44 Raven Ii,VFR,United States,New Zealand,Oceania
No information,595000.0,Turboshaft,1.0,1998.0,Airbus Helicopters,Ec 120B,No information,France,New Zealand,Oceania
Used,135000.0,Piston Engine,2.0,1974.0,Beechcraft,58 Baron,IFR,United States,South Africa,Africa
No information,110000.0,Piston Engine,1.0,1998.0,Mooney International Corp,M20K Encore,IFR,United States,South Africa,Africa
No information,575000.0,Piston Engine,1.0,2013.0,Cirrus,Sr22-G5 Turbo,IFR,United States,South Africa,Africa
No information,1150000.0,Turbofan,2.0,2008.0,Cessna,Citation Mustang,IFR,United States,South Africa,Africa
No information,450000.0,Piston Engine,1.0,2011.0,Cirrus,Sr22-G3 Turbo,No information,United States,South Africa,Africa
Used,435000.0,Turbofan,2.0,2004.0,Beechcraft,Premier I,IFR,United States,South Africa,Africa
No information,1250000.0,Turboshaft,1.0,2007.0,Bell Textron,206L 4,No information,United States,South Africa,Africa
No information,585000.0,Turboshaft,1.0,2005.0,Airbus Helicopters,Ec 120B,No information,France,South Africa,Africa
No information,120000.0,Piston Engine,1.0,2009.0,Lancair,Legacy,No information,United States,South Africa,Africa
Used,250000.0,Piston Engine,2.0,1946.0,Grumman,G44A Super Widgeon,No information,United States,United States,North America
Used,45000.0,Piston Engine,1.0,1944.0,Piper Aircraft,L-4 Grasshopper,VFR,United States,United States,North America
No information,495000.0,Turboshaft,1.0,1976.0,Bell Textron,206 Lr,No information,United States,New Zealand,Oceania
No information,430000.0,Piston Engine,1.0,1987.0,Messerschmitt,Me 262,No information,Germany,Austria,Europe
Used,45000.0,Piston Engine,1.0,1943.0,Aeronca,L-3,No information,United States,United States,North America
Used,640000.0,Piston Engine,1.0,2015.0,Cirrus,Sr22T-G5 Gts,IFR,United States,United Kingdom,Europe
No information,90000.0,Piston Engine,1.0,2008.0,Robinson Helicopter,R44 Clipper Ii,IFR,United States,United Kingdom,Europe
No information,11750000.0,Turbofan,2.0,2003.0,Dassault Aviation,900Ex Easy,No information,France,United States,North America
No information,3000000.0,Turbofan,2.0,1994.0,Gulfstream Airspace,Ivsp,No information,United States,United States,North America
No information,425000.0,Turboshaft,1.0,1975.0,Aerospatiale,Gazelle,No information,France,Netherlands,Europe
Used,3399000.0,Turboprop,1.0,2012.0,Pilatus,Pc-12 Ng,No information,Switzerland,United States,North America
Used,750000.0,Piston Engine,1.0,1953.0,Dehavilland,Dhc-3,VFR,Canada,United Kingdom,Europe
No information,619000.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Raven Ii,VFR,United States,Austria,Europe
No information,520760.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Raven Ii,VFR,United States,Austria,Europe
No information,532000.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Raven Ii,VFR,United States,Austria,Europe
Used,17000.0,Piston Engine,1.0,1968.0,Cessna,150H,IFR,United States,United States,North America
Used,479000.0,Piston Engine,1.0,1967.0,Dehavilland,Dhc-2,VFR,Canada,United States,North America
No information,3350000.0,Turbofan,2.0,2007.0,Cessna,Citation Cj3,No information,United States,Netherlands,Europe
Used,330000.0,Piston Engine,1.0,2007.0,Robinson Helicopter,R44 Raven I,VFR,United States,United States,North America
Used,39900.0,Piston Engine,1.0,1965.0,Cessna,172G Skyhawk,VFR,United States,United States,North America
Used,95000.0,Piston Engine,1.0,1977.0,Cessna,172N Skyhawk,IFR,United States,Canada,North America
Used,55000.0,Piston Engine,1.0,1981.0,Cessna,172Rg Cutlass,IFR,United States,United States,North America
Used,117000.0,Piston Engine,1.0,1978.0,Piper Aircraft,Super Cub,VFR,United States,Canada,North America
Used,75000.0,Piston Engine,1.0,1968.0,Piper Aircraft,Super Cub 160,VFR,United States,Canada,North America
No information,49000.0,Piston Engine,1.0,1991.0,Robinson Helicopter,R22 Beta,VFR,United States,Italy,Europe
Used,225000.0,Piston Engine,1.0,1976.0,Cessna,185F,IFR,United States,United States,North America
No information,3950000.0,Turbofan,2.0,2011.0,Hawker Beechcraft,900Xp,No information,United States,United Kingdom,Europe
Used,85000.0,Piston Engine,1.0,1976.0,Cessna,188,VFR,United States,United States,North America
No information,14900000.0,Turbofan,2.0,2011.0,Embraer,Lineage 1000,No information,Brazil,United Arab Emirates,Asia
No information,9750000.0,Turbofan,2.0,2012.0,Bombardier Challenger,300,IFR,Canada,Monaco,Europe
Used,55000.0,Piston Engine,1.0,1961.0,Cessna,210 Centurion,VFR,United States,United States,North America
Used,75000.0,Piston Engine,1.0,1962.0,Cessna,210B,VFR,United States,Canada,North America
No information,3650000.0,Turbofan,2.0,2007.0,Gulfstream Airspace,G150,No information,United States,United States,North America
No information,1225000.0,Turboprop,2.0,2002.0,Socata,Tbm 700B,No information,France,United States,North America
No information,55000.0,Piston Engine,1.0,1987.0,Piper Aircraft,Archer Ii,IFR,United States,United Kingdom,Europe
No information,8950000.0,Turboshaft,1.0,2012.0,Airbus Helicopters,Ec 225,No information,France,Brazil,South America
No information,455000.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44,No information,United States,Austria,Europe
No information,1650000.0,Turboshaft,1.0,1972.0,Bell Textron,205,No information,United States,United Kingdom,Asia
Used,99900.0,Piston Engine,2.0,1969.0,Piper Aircraft,Navajo,IFR,United States,Canada,North America
No information,1650000.0,Turboshaft,1.0,1980.0,Bell Textron,212,VFR,United States,Brazil,South America
No information,2400000.0,Turbofan,2.0,2014.0,Embraer,Phenom 100E,No information,Brazil,United States,North America
No information,350000.0,Turboshaft,1.0,1981.0,Bell Textron,206B,No information,United States,Venezuela,South America
Used,225000.0,Piston Engine,2.0,1994.0,Piper Aircraft,Seneca Iv,IFR,United States,United States,North America
Used,3375000.0,Turboshaft,1.0,1992.0,Bell Textron,Fusion 212,No information,United States,United States,North America
No information,2700000.0,Turboshaft,1.0,1987.0,Bell Textron,412Ep,No information,United States,United States,North America
No information,895000.0,Turboshaft,1.0,2003.0,Airbus Helicopters,As 350B-2,No information,France,United States,North America
Used,295000.0,Piston Engine,1.0,1938.0,Cunningham Hall,Pt-6F,No information,United States,United States,North America
Used,275000.0,Turbofan,2.0,1983.0,Gulfstream Airspace,Iii,No information,United States,United States,North America
Project,40000.0,Turbofan,1.0,1987.0,Mikoyan,Mig-21Pfm,No information,Soviet Union,United States,North America
No information,379000.0,Piston Engine,2.0,1981.0,Cessna,414,IFR,United States,United States,North America
No information,379500.0,Piston Engine,2.0,2005.0,Diamond Aircraft Industries,Da-42 Ng,No information,Austria,Austria,Europe
No information,3700000.0,Turbofan,2.0,2017.0,Honda Aircraft Company,Ha-420,No information,Japan,Canada,North America
No information,1150000.0,Turboshaft,1.0,2006.0,Bell Textron,430,No information,United States,United States,North America
No information,5490000.0,Turbofan,2.0,2011.0,Cessna,Phenom 300,No information,Brazil,Monaco,Europe
No information,4950000.0,Turbofan,2.0,2012.0,Cessna,Phenom 300,No information,Brazil,Canada,North America
No information,6800000.0,Turbofan,2.0,2014.0,Embraer,Phenom 300,No information,Brazil,Monaco,Europe
No information,695000.0,Turboshaft,1.0,1983.0,Bell Textron,206L 3,No information,United States,United States,North America
No information,575000.0,Turboshaft,1.0,1986.0,Bell Textron,206L 3,No information,United States,United Kingdom,Asia
No information,3200000.0,Turbofan,2.0,1993.0,Bombardier Challenger,601-3Aer,No information,Canada,United States,North America
No information,680000.0,Turboshaft,1.0,1992.0,Bell Textron,206L 3,No information,United States,Venezuela,South America
No information,2925000.0,Turbofan,2.0,2007.0,Cessna,Citation Cj2+,No information,United States,United States,North America
No information,1245000.0,Turboshaft,1.0,1996.0,Bell Textron,407,No information,United States,United States,North America
No information,2500000.0,Turboshaft,1.0,2011.0,Bell Textron,407,No information,United States,Belgium,Europe
Used,900000.0,Turbofan,2.0,1980.0,Cessna,Citation Ii,IFR,United States,United States,North America
No information,795000.0,Turbofan,2.0,1992.0,Cessna,Citation Ii,IFR,United States,United States,North America
No information,6995000.0,Turbofan,2.0,2014.0,Cessna,Citation Xls+,No information,United States,United States,North America
No information,4450000.0,Turboshaft,1.0,2012.0,Bell Textron,429,No information,United States,Mexico,North America
Used,55000.0,Piston Engine,1.0,1960.0,Cessna,210A,IFR,United States,Canada,North America
No information,7450000.0,Turbofan,2.0,2009.0,Cessna,605,No information,Canada,United States,North America
No information,9900000.0,Turbofan,2.0,2010.0,Bombardier Challenger,605,No information,Canada,Canada,North America
No information,110000.0,Piston Engine,1.0,1986.0,Robinson Helicopter,R22 Beta,VFR,United States,Canada,North America
No information,2195000.0,Turbofan,2.0,2002.0,Cessna,Citation Encore,No information,United States,United States,North America
No information,79000.0,Piston Engine,1.0,1975.0,Maule Air,M5-210,No information,United States,United States,North America
Used,68500.0,Turbofan,1.0,1958.0,Canadair,T-33 Silver Star,VFR,Canada,United States,North America
No information,12250000.0,Turbofan,2.0,2008.0,Dassault Aviation,900Dx,No information,France,Monaco,Europe
No information,699000.0,Turboshaft,1.0,1991.0,Airbus Helicopters,As 365N-2,No information,France,United States,North America
No information,1399000.0,Turboshaft,1.0,2018.0,Bell Textron,505 Jetranger,No information,United States,New Zealand,Oceania
No information,1390000.0,Turboshaft,1.0,2018.0,Bell Textron,505 Jetranger,No information,United States,Poland,Europe
Used,24500.0,Piston Engine,1.0,1965.0,Yakovlev,Yak 12,No information,Soviet Union,Spain,Europe
No information,129400.0,Piston Engine,1.0,1942.0,Boeing,Stearman,No information,United States,United States,North America
No information,1500000.0,Turboshaft,1.0,2004.0,Sikorsky Aircraft,S-76C+,No information,United States,United States,North America
No information,1490000.0,Turboshaft,1.0,2015.0,Airbus Helicopters,As 350B-2,No information,France,Nigeria,Africa
No information,5950000.0,Turboprop,2.0,2012.0,Cessna,Dhc-6-400,No information,Canada,Papua New Guinea,Asia
No information,13000000.0,Turbofan,2.0,2008.0,Bombardier Global,Express Xrs,No information,Canada,Monaco,Europe
No information,17500000.0,Turbofan,2.0,2010.0,Bombardier Global,Express Xrs,No information,Canada,United Kingdom,Europe
No information,1025000.0,Turboshaft,1.0,2020.0,Robinson Helicopter,R66,VFR,United States,Austria,Europe
No information,999900.0,Turboshaft,1.0,2020.0,Robinson Helicopter,R66,VFR,United States,Austria,Europe
Used,76500.0,Piston Engine,1.0,1982.0,Mustang Aeronautics,Mustang Ii,VFR,United States,Canada,North America
Used,1575000.0,Piston Engine,1.0,1941.0,Curtiss,P-40E Warhawk,No information,United States,India,Asia
New,47000.0,Piston Engine,1.0,1987.0,Bedecorp,Bd-4,No information,United States,United States,North America
Used,255000.0,Piston Engine,1.0,1986.0,Beechcraft,B36Tc Bonanza,IFR,United States,Canada,North America
No information,1750000.0,Turboprop,2.0,1998.0,Beechcraft,King Air 350,No information,United States,United States,North America
No information,2800000.0,Turboprop,2.0,2007.0,Beechcraft,King Air 350,No information,United States,Brazil,South America
Project,25000.0,Piston Engine,1.0,1996.0,Avid,Magnum,No information,United States,United States,North America
Used,52500.0,Piston Engine,1.0,1990.0,Glasair Aviation,Glasair Ii Ft,VFR,United States,United States,North America
Used,84500.0,Piston Engine,1.0,2013.0,American Legend,Cub Al3C-100 Open Cowl,IFR,United States,United States,North America
Used,70000.0,Piston Engine,1.0,1977.0,Cessna,172 Hawk Xp-R172,IFR,United States,Canada,North America
Used,42000.0,Piston Engine,1.0,2005.0,Wag Aero,Wag-A-Bond,No information,United States,Canada,North America
Used,124000.0,Piston Engine,2.0,1970.0,Beechcraft,E55 Baron,IFR,United States,Canada,North America
No information,3000000.0,Turboprop,2.0,1999.0,Beechcraft,1900D,No information,United States,Indonesia,Asia
New,387000.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Raven I,VFR,United States,United States,North America
Used,95000.0,Piston Engine,1.0,1957.0,Bell Textron,47G,No information,United States,United States,North America
Used,96000.0,Piston Engine,1.0,1964.0,Piper Aircraft,Comanche 400,No information,United States,United States,North America
Used,35000.0,Piston Engine,1.0,1968.0,Mooney International Corp,M20C,IFR,United States,United States,North America
Used,209000.0,Piston Engine,1.0,1998.0,Mooney International Corp,M20R Ovation,IFR,United States,United States,North America
